property_id,city,property_type,area_sqft,bedrooms,bathrooms,year_built,furnished,parking_spaces,price,agent_name,listing_date,floors,distance_from_center_km,condition,internal_notes,row_number
P101326,lahore,House,640.0,1.0,1.0,2018,Yes,2,3750000.0,Usman Shah,2022-07-26 00:00:00,1,3.0,Good,owner waiting,1327
P102349,Karachi,Villa,,1.0,1.0,2005,No,2,6750000.0,Maham Siddiqui,2024-01-19 00:00:00,1,3.1,New,,2350
P102319,Peshawar,Apartment,1042.0,2.0,1.0,1997,No,2,2750000.0,Omar Raza,2024-06-07 00:00:00,3,4.8,Average,call later,2320
P102277,Karachi,House,1838.0,3.0,2.0,2007,No,4,9700000.0,Omar Ahmed,2022-01-10 00:00:00,4,16.8,Needs Renovation,,2278
P100762,Karachi,House,490.0,2.0,1.0,1987,No,1,3050000.0,Hina Ahmed,2023-11-29 00:00:00,1,4.1,New,VIP,763
P102145,Peshawar, Townhouse ,1727.0,3.0,3.0,1994,Yes,1,5750000.0,Hassan Siddiqui,2022-07-19 00:00:00,1,18.1,Average,urgent,2146
P100989,Multan,Apartment,1999.0,4.0,4.0,2018,No,2,6050000.0,Usman Iqbal,2024-07-19 00:00:00,2,9.3,Good,call later,990
P100388,Karachi,House,400.0,1.0,1.0,1993,No,1,2300000.0,  Fatima Malik  ,2022-01-16 00:00:00,2,9.2,Excellent,urgent,389
P100235,Multan,Apartment,2770.0,4.0,4.0,2009,,1,6550000.0,Danish Qureshi,2024-01-06 00:00:00,3,4.0,Good,urgent,236
P102354,Lahore,House,1259.0,2.0,2.0,1993,No,2,7100000.0,Omar Ahmed,2022-02-27 00:00:00,2,1.2,Average,urgent,2355
P100267,Karachi,Apartment,2730.0,3.0,3.0,1983,Yes,0,15100000.0,Hamza Siddiqui,2023-01-02 00:00:00,3,22.5,Good,urgent,268
P101329,Karachi,Apartment,,4.0,4.0,2003,Yes,0,9450000.0,Maham Butt,2024-08-01 00:00:00,3,15.7,Average,nan,1330
P101885,Lahore,Townhouse,1470.0,4.0,4.0,2021,No,2,7600000.0,Sara Shah,2024-05-10 00:00:00,3,5.0,Excellent,,1886
P100117,Rawalpindi,Villa,1477.0,2.0,2.0,1992,No,1,7700000.0,Danish Sheikh,2025-05-31 00:00:00,1,8.0,Excellent,,118
P100437,Lahore,House,2193.0,4.0,4.0,1996,No,2,12250000.0,Sara Qureshi,2025-04-23 00:00:00,3,8.1,Excellent,,438
P100673,Rawalpindi,Townhouse,2064.0,4.0,3.0,1991,No,2,8350000.0,Hassan Siddiqui,2024-01-05 00:00:00,2,2.6,Needs Renovation,nan,674
P100249,Lahore,House,1871.0,3.0,3.0,1994,Yes,1,9350000.0,Zain Ahmed,2023-06-11 00:00:00,3,24.7,Good,nan,250
P102159,Karachi,House,2414.0,6.0,6.0,2010,No,1,14150000.0,Saad Siddiqui,2022-01-15 00:00:00,2,2.7,Average,nan,2160
P101574,Karachi,House,1916.0,4.0,4.0,2020,Yes,1,12300000.0,Hina Butt,2022-05-10 00:00:00,2,2.2,Excellent,,1575
P100194,Karachi,Villa,1520.0,3.0,3.0,1990,No,1,11400000.0,Hamza Khan,2025-04-17 00:00:00,3,4.8,Good,urgent,2532
P100094,Lahore,House,400.0,1.0,1.0,1997,Yes,2,1950000.0,Hina Shah,2022-07-23 00:00:00,1,6.8,Good,urgent,95
P101957,Karachi,Apartment,,,4.0,1981,No,0,9300000.0,Ayesha Qureshi,,2,4.8,New,VIP,1958
P100033,LAHORE,House,1932.0,3.0,2.0,1992,No,1,10150000.0,Sara Butt,2024-07-21 00:00:00,1,2.0,Good,follow up,34
P102210,Hyderabad,Villa,1673.0,3.0,,2021,No,1,6850000.0,Hamza Khan,2024-05-25 00:00:00,2,11.9,Excellent,follow up,2211
P102165,Karachi,House,1424.0,2.0,1.0,1988,No,1,6550000.0,,2022-08-23 00:00:00,2,5.3,Good,owner waiting,2166
P102470,Lahore,Apartment,2103.0,4.0,4.0,2022,No,2,10550000.0,Ali Raza,2023-09-04 00:00:00,2,4.3,Needs Renovation,nan,2471
P100448,Karachi,Townhouse,1171.0,2.0,2.0,1999,Yes,3,7500000.0,Sara Raza,2025-12-13 00:00:00,3,5.1,Excellent,follow up,449
P101469,Karachi,House,2117.0,4.0,3.0,2017,No,1,10600000.0,Zain Butt,2025-12-23 00:00:00,2,13.6,Excellent,VIP,1470
P101795,Karachi,House,2995.0,7.0,6.0,2016,No,2,19650000.0,Ali Raza,2023-01-22 00:00:00,2,3.1,New,urgent,1796
P100716,Islamabad,House,1908.0,3.0,3.0,2012,Yes,3,15300000.0,Hassan Qureshi,2022-10-06 00:00:00,1,17.9,Excellent,nan,717
P102001,Lahore,Apartment,591.0,2.0,2.0,2007, no ,2,2200000.0,Hina Butt,2024-08-19 00:00:00,3,3.9,Good,urgent,2002
P102207,Lahore,House,1249.0,3.0,2.0,1986,Yes,2,6750000.0,Bilal Butt,2025-02-26 00:00:00,3,11.0,Good,urgent,2208
P100000,Multan,House,986.0,2.0,2.0,2023,Yes,3,4550000.0,Ahmed Raza,2024-05-05 00:00:00,3,5.4,Needs Renovation,VIP,1
P100456,Hyderabad,House,1011.0,1.0,1.0,2022,No,3,3753442.1116961734,Danish Shah,2024-04-17 00:00:00,2,4.2,Good,follow up,457
P101101,Lahore,House,1212.0,2.0,2.0,2017,No,1,5900000.0,Hamza Qureshi,2022-03-11 00:00:00,2,5.4,Excellent,follow up,1102
P101108,Hyderabad,House,1387.0,2.0,2.0,2013,No,4,4900000.0,Saad Iqbal,2022-09-28 00:00:00,3,6.3,Excellent,owner waiting,1109
P101942,Lahore,Villa,1046.0,1.0,1.0,1990,No,2,7650000.0,Fatima Butt,2022-12-09 00:00:00,3,3.0,Average,call later,1943
P100082,Multan,House,2107.0,4.0,4.0,1995,Yes,1,6700000.0,Saad Iqbal,2023-07-18 00:00:00,1,10.4,Good,nan,83
P101481,Karachi,House,2399.0,5.0,4.0,2012,Yes,2,14500000.0,Ayesha Ahmed,2025-07-08 00:00:00,3,7.6,Excellent,urgent,1482
P102037,Karachi,Villa,1546.0,3.0,3.0,1987,No,2,10500000.0,Usman Iqbal,2025-09-02 00:00:00,2,4.2,Average,VIP,2038
P100676,Peshawar,Villa,1807.0,3.0,3.0,2023,No,1,8050000.0,Zain Siddiqui,2023-01-05 00:00:00,3,9.9,Average,owner waiting,677
P101588,Karachi,House,1795.0,3.0,3.0,2006,Yes,4,"9,950,000",nan,2024-05-10 00:00:00,1,5.7,Excellent,nan,1589
P102157,Karachi,House,2062.0,4.0,4.0,1980,No,1,10750000.0,Omar Raza,2022-09-01 00:00:00,4,8.9,New,,2158
P101046,Karachi,Apartment,1078.0,2.0,2.0,2006, yes ,3,5900000.0,  Zain Butt  ,2023-02-05 00:00:00,3,10.2,Needs Renovation,owner waiting,1047
P101460,Multan,House,1720.0,3.0,3.0,1986,Yes,1,7900000.0,  Ayesha Ahmed  ,2022-08-27 00:00:00,1,3.2,Good,follow up,1461
P100770,Karachi,Townhouse,1729.0,4.0,3.0,1990,No,3,8650000.0,Bilal Malik,2022-07-16 00:00:00,2,1.5,Average,follow up,771
P101668,Karachi,Apartment,2797.0,7.0,6.0,1982,No,1,12300000.0,Danish Khan,2022-08-06 00:00:00,2,5.1,New,owner waiting,1669
P101886,Karachi,House,1289.0,1.0,1.0,2018,No,3,7850000.0,Usman Malik,2025-06-06 00:00:00,2,2.2,Good,urgent,1887
P101926,Lahore,House,1406.0,3.0,2.0,2019,N,0,8200000.0,Usman Iqbal,2023-12-20 00:00:00,4,7.7,Good,call later,1927
P102024,Lahore,APARTMENT,2003.0,4.0,4.0,2023,No,3,9750000.0,Hina Sheikh,2022-06-12 00:00:00,1,5.9,Average,call later,2025
P100517,Rawalpindi,House,1984.0,3.0,3.0,2020,No,2,10000000.0,Ayesha Malik,2022-11-11 00:00:00,2,3.3,Good,urgent,518
P100822,Karachi,Apartment,2444.0,3.0,3.0,2006,Yes,2,13950000.0,Ali Butt,2022-03-23 00:00:00,2,3.8,New,owner waiting,823
P100404,Hyderabad,House,2290.0,4.0,4.0,2019,No,1,8350000.0,Usman Khan,2025-04-24 00:00:00,3,5.6,Excellent,,405
P100384,Lahore,Apartment,2046.0,4.0,4.0,2004,No,1,9500000.0,Ali Butt,2025-10-28 00:00:00,1,3.3,Excellent,follow up,385
P102051,Karachi,Apartment,789.0,1.0,1.0,1991,No,0,"3,800,000",Hamza Siddiqui,2024-02-10 00:00:00,3,3.5,Good,owner waiting,2052
P102104,Islamabad,Apartment,906.0,2.0,2.0,2024,No,1,6700000.0,Hassan Butt,2023-04-15 00:00:00,2,4.5,Good,,2105
P100104,Multan,House,2935.0,3.0,2.0,1985,Yes,2,11250000.0,Ali Siddiqui,2022-10-24 00:00:00,4,9.1,Needs Renovation,owner waiting,105
P101633,Rawalpindi,Apartment,1969.0,3.0,2.0,1988,No,1,5950000.0,Sara Sheikh,2022-06-12 00:00:00,4,3.7,Excellent,urgent,1634
P102418,Karachi,Townhouse,1541.0,3.0,3.0,1981,No,2,8150000.0,Zain Butt,2024-07-16 00:00:00,4,5.3,Good,,2419
P100688,Rawalpindi,House,912.0,1.0,1.0,1985,Yes,2,"3,950,000",Hina Ahmed,2023-05-22 00:00:00,2,3.1,New,nan,689
P100794,Karachi,Apartment,1502.0,3.0,2.0,2007,No,2,5550000.0,Danish Malik,2024-02-27 00:00:00,2,6.0,Good,call later,795
P100826,Islamabad,House,1847.0,3.0,3.0,2010,No,1,15500000.0,Maham Ahmed,2023-09-07 00:00:00,2,4.7,Good,VIP,827
P101877,Lahore,House,1405.0,3.0,2.0,1986,No,0,6100000.0,Ayesha Sheikh,2025-09-03 00:00:00,2,5.8,Average,follow up,1878
P101240,Faisalabad,House,1416.0,3.0,3.0,2013,no,1,5650000.0,Hamza Khan,2023-10-03 00:00:00,2,8.8,Excellent,nan,1241
P100062,Islamabad,Apartment,,2.0,2.0,2007,No,2,8800000.0,Ayesha Shah,2023-10-05 00:00:00,3,2.1,Good,follow up,63
P101305,Peshawar,House,2356.0,6.0,6.0,1988,No,2,"6,750,000",Maham Iqbal,2022-10-21 00:00:00,4,7.4,Good,owner waiting,1306
P100852,Faisalabad,House,1721,3.0,3.0,2017,No,1,5200000.0,Saad Qureshi,2024-01-09 00:00:00,2,6.9,New,urgent,853
P102347,Multan,Apartment,879.0,1.0,1.0,2011,Yes,2,2850000.0,Sara Malik,2023-01-25 00:00:00,2,6.1,Needs Renovation,,2348
P100176,Lahore,Apartment,1688.0,3.0,3.0,1982,No,1,7300000.0,Hina Khan,2023-10-01 00:00:00,1,13.8,Good,VIP,177
P101262,Lahore,House,1931.0,5.0,5.0,1983,No,4,9550000.0,Hamza Butt,2023-09-26 00:00:00,2,14.5,Excellent,nan,1263
P100223,Peshawar,House,2378.0,5.0,4.0,2023,Yes,0,11950000.0,Bilal Butt,2024-05-26 00:00:00,3,9.3,Excellent,owner waiting,224
P100145,Karachi,Villa,1423.0,2.0,2.0,1985,No,1,10550000.0,Hina Siddiqui,2024-06-18 00:00:00,2,3.8,Needs Renovation,VIP,146
P101088,Lahore,Villa,1645.0,2.0,1.0,2001,No,1,9150000.0,Hamza Sheikh,2022-09-07 00:00:00,3,17.0,Excellent,,1089
P100373,Lahore,House,2811.0,4.0,4.0,2005,Yes,3,16950000.0,Usman Shah,2024-03-08 00:00:00,3,2.3,Good,owner waiting,374
P101824,Rawalpindi,House,2750.0,6.0,5.0,2023,No,1,12500000.0,Usman Shah,2023-07-20 00:00:00,2,8.5,Good,follow up,1825
P102488,Karachi,Townhouse,2001.0,5.0,4.0,1986,Yes,1,10200000.0,  Hina Shah  ,2024-02-13 00:00:00,2,6.2,Good,nan,2489
P101142,Multan,Villa,590.0,1.0,1.0,2010,no,1,3450000.0,  Omar Sheikh  ,2025-07-20 00:00:00,2,2.8,Excellent,nan,1143
P102426,Karachi,House,1415,2.0,1.0,2015,Yes,4,9800000.0,Zain Butt,2023-06-20 00:00:00,2,6.8,Good,VIP,2427
P102194,Islamabad,House,1732.0,3.0,3.0,2004,No,2,14350000.0,Ayesha Shah,,3,13.7,Average,owner waiting,2195
P101274,Karachi,Villa,1567.0,2.0,2.0,2004,Yes,1,0.0,Ali Iqbal,2025-12-16 00:00:00,1,1.4,Good,,1275
P101265,Multan,Villa,2320.0,5.0,5.0,1993,Yes,3,11850000.0,Omar Qureshi,2025-02-03 00:00:00,3,6.1,New,urgent,1266
P102265,Karachi,House,1563.0,3.0,2.0,2004,Yes,1,8750000.0,Sara Khan,2025-07-04 00:00:00,2,3.7,Good,nan,2266
P102008,,Villa,1030.0,1.0,1.0,2016,Yes,2,7851987.732701049,Usman Iqbal,2022-10-05 00:00:00,1,3.7,Good,urgent,2009
P100009,,Apartment,1588.0,2.0,2.0,2005,Yes,2,"7,250,000",Zain Butt,2022-06-11 00:00:00,2,9.5,Good,owner waiting,10
P100449,Islamabad,Villa,2042.0,5.0,5.0,2022,Yes,3,19950000.0,Danish Ahmed,2025-01-04 00:00:00,4,16.8,Good,VIP,450
P101838,Rawalpindi,Apartment,1862.0,4.0,3.0,2000,No,3,6450000.0,Sara Ahmed,2023-05-22 00:00:00,1,6.4,Excellent,call later,1839
P100708,Lahore,House,2209.0,4.0,3.0,2019,No,4,13500000.0,Hina Qureshi,2025-04-29 00:00:00,2,6.5,Excellent,,709
P100255,Rawalpindi,Villa,,3.0,3.0,2012,Yes,3,10100000.0,Ali Qureshi,,3,8.6,Good,follow up,256
P100882,Peshawar,Townhouse,2068.0,4.0,3.0,1981,No,3,7800000.0,Hina Malik,2025-07-30 00:00:00,2,2.2,Good,urgent,883
P101617,Islamabad,Villa,1674.0,2.0,2.0,1997,Yes,1,23900000.0,Danish Ahmed,2023-07-17 00:00:00,3,6.0,Average,owner waiting,1618
P100389,Faisalabad,House,2181.0,4.0,4.0,2021,Y,2,9550000.0,Zain Iqbal,2023-05-15 00:00:00,2,14.9,Good,urgent,390
P101276,Karachi,Apartment,,-3.0,6.0,1991,,3,14250000.0,Usman Raza,2025-12-10 00:00:00,3,0.6,Good,nan,1277
P102429,Rawalpindi,House,1225.0,2.0,2.0,1995,Yes,3,6350000.0,Ayesha Butt,2022-11-22 00:00:00,2,4.8,Good,call later,2430
P101581,Lahore,House,2538.0,4.0,4.0,1996,Yes,1,15000000.0,Zain Siddiqui,2023-01-30 00:00:00,3,18.8,Excellent,call later,1582
P100908,Karachi,Apartment,1107.0,3.0,3.0,1980,Yes,0,5350000.0,Bilal Raza,2022-01-24 00:00:00,3,1.6,Average,follow up,909
P100924,Karachi,House,2427.0,5.0,5.0,1990,No,2,11500000.0,Maham Ahmed,2025-01-15 00:00:00,1,4.9,Average,call later,925
P100751,Lahore,Apartment,,1.0,1.0,1981,Yes,2,1800000.0,Ahmed Shah,2022-05-10 00:00:00,2,12.7,Good,VIP,752
P101949,Peshawar,House,1440.0,1.0,1.0,2001,No,1,5650000.0,Sara Siddiqui,2022-09-18 00:00:00,2,2.3,Average,follow up,1950
P100460,Islamabad,Villa,2435.0,4.0,4.0,2003,No,2,27000000.0,Zain Raza,2024-06-11 00:00:00,2,5.7,Average,nan,461
P101747,Islamabad,House,2031.0,3.0,3.0,2019,No,3,12650000.0,Usman Raza,2025-01-12 00:00:00,2,13.0,Excellent,call later,1748
P102007,Karachi,House,1618.0,3.0,3.0,1985,No,1,9000000.0,  Zain Butt  ,2022-05-12 00:00:00,1,2.4,Needs Renovation,VIP,2008
P101224,Karachi,Villa,2833.0,5.0,5.0,2017,,3,23300000.0,Hassan Siddiqui,2022-01-03 00:00:00,3,13.0,Good,nan,1225
P101168,Multan,House,1353.0,4.0,4.0,2024,No,2,4800000.0,Saad Khan,2023-02-05 00:00:00,3,7.9,Good,,1169
P100958,Lahore,House,1199.0,2.0,1.0,2000,Yes,0,7350000.0,Omar Malik,2023-03-17 00:00:00,3,7.4,Average,follow up,959
P100501,Faisalabad,Apartment,2496.0,4.0,4.0,1990,No,1,6100000.0,Bilal Butt,2025-10-24 00:00:00,3,6.6,Good,call later,502
P101727,Faisalabad,House,1605.0,3.0,3.0,2006,No,1,5800000.0,Saad Qureshi,2023-02-21 00:00:00,2,2.5,Good,VIP,1728
P100739,Lahore,House,1721.0,2.0,2.0,1983,No,2,9400000.0,Zain Malik,2023-08-25 00:00:00,2,5.8,Good,nan,740
P100040,Lahore,Apartment,2332.0,3.0,3.0,2015,No,3,10250000.0,Maham Iqbal,2022-09-12 00:00:00,2,12.0,Excellent,nan,41
P100868,Karachi,House,724.0,1.0,1.0,2000,No,1,4300000.0,Saad Sheikh,2025-01-14 00:00:00,2,1.7,New,owner waiting,869
P100731,Karachi,House,2299.0,4.0,3.0,2002,No,1,10295734.539543135,Danish Raza,2023-03-24 00:00:00,3,7.2,Good,urgent,732
P100539,Multan,Apartment,1532.0,3.0,3.0,2010,Yes,0,5300000.0,Omar Butt,2022-05-30 00:00:00,4,4.7,Good,follow up,540
P101201,Islamabad,House,1172.0,,1.0,2002,Yes,2,10050000.0,Maham Qureshi,2025-11-22 00:00:00,2,5.7,Good,urgent,1202
P101339,Lahore,House,2288.0,5.0,4.0,1980,Yes,4,12150000.0,Hassan Butt,2025-12-25 00:00:00,3,9.3,New,owner waiting,1340
P100697,Islamabad,House,1963.0,4.0,3.0,1986,Yes,2,"14,400,000",Hina Sheikh,2025-11-25 00:00:00,2,16.1,Good,follow up,698
P101671,Islamabad,Apartment,1704.0,2.0,1.0,1985,No,3,10500000.0,Saad Iqbal,2022-04-23 00:00:00,3,15.6,Excellent,call later,1672
P102117,Karachi,Apartment,1498.0,3.0,3.0,2019,No,1,7250000.0,Hassan Iqbal,2023-08-02 00:00:00,1,23.5,Average,follow up,2118
P102106,Rawalpindi,Villa,1962.0,4.0,3.0,2005,Yes,3,11000000.0,Sara Malik,2024-03-13 00:00:00,2,17.5,Good,owner waiting,2107
P101371,Peshawar,House,1526.0,1.0,1.0,1990,No,1,"6,200,000",Sara Sheikh,2022-05-26 00:00:00,2,12.3,New,follow up,1372
P101145,Lahore,villa,831.0,3.0,3.0,2006,No,1,5250000.0,Ayesha Qureshi,2025-11-14 00:00:00,1,7.9,Average,owner waiting,1146
P101031,Rawalpindi,House,2756.0,6.0,6.0,2008,No,0,8250000.0,Danish Siddiqui,2022-08-03 00:00:00,2,9.6,Average,,1032
P100372,Lahore,House,2627.0,5.0,5.0,2001,Yes,1,13250000.0,Hina Siddiqui,2023-05-01 00:00:00,2,11.7,Good,owner waiting,373
P100667,Hyderabad,House,2814.0,3.0,3.0,2001,Yes,3,8700000.0,Omar Sheikh,2022-12-06 00:00:00,2,7.1,Good,urgent,668
P101431,Islamabad,Apartment,2068.0,3.0,2.0,1991,No,1,9750000.0,Hina Raza,2025-05-26 00:00:00,2,1.9,New,,1432
P102215,Karachi,House,1915.0,3.0,3.0,1983,Yes,1,10050000.0,Ayesha Iqbal,2023-04-12 00:00:00,3,8.6,Excellent,urgent,2216
P100357,Multan,House,1126.0,3.0,3.0,2009,Yes,1,3300000.0,Danish Malik,2023-03-15 00:00:00,2,2.1,Good,VIP,358
P100967,Karachi,House,2325.0,3.0,2.0,2004,No,1,15050000.0,Fatima Iqbal,2024-11-23 00:00:00,3,6.3,Good,owner waiting,968
P100783,Islamabad,House,1528.0,2.0,1.0,2001,No,3,12050000.0,Hamza Siddiqui,2025-08-08 00:00:00,2,2.1,Good,VIP,784
P100735,Rawalpindi,House,2201.0,5.0,5.0,2016,Yes,2,11450000.0,Saad Siddiqui,2022-09-30 00:00:00,1,13.9,Good,urgent,736
P101353,Lahore,House,1635.0,3.0,2.0,2005,No,2,7850000.0,Ali Raza,2024-04-06 00:00:00,2,10.5,Excellent,owner waiting,1354
P101035,Islamabad,Villa,2043.0,4.0,4.0,1985,Yes,3,20500000.0,Hassan Sheikh,2022-07-22 00:00:00,1,3.3,Good,VIP,1036
P100970,Karachi,House,1676.0,2.0,2.0,2009,No,1,11350000.0,Ayesha Butt,2025-03-23 00:00:00,2,7.0,Average,follow up,971
P100470,Lahore,Apartment,1681.0,3.0,3.0,1999,Yes,1,7700000.0,Sara Siddiqui,2022-06-18 00:00:00,2,4.3,Needs Renovation,VIP,471
P100655,Lahore,House,1932.0,4.0,4.0,1995,Yes,2,8450000.0,Bilal Ahmed,2022-06-08 00:00:00,2,1.3,Needs Renovation,VIP,656
P102387,Karachi,Apartment,1349.0,2.0,2.0,1980,No,1,6050000.0,Omar Butt,2023-10-25 00:00:00,2,3.6,Good,,2388
P101909,Faisalabad,House,754.0,2.0,2.0,1998,Yes,4,2600000.0,  Saad Sheikh  ,2022-11-28 00:00:00,2,12.2,Good,VIP,1910
P101909,Faisalabad,House,754.0,2.0,2.0,1998,Yes,4,2600000.0,  Saad Sheikh  ,2022-11-28 00:00:00,2,12.2,Good,VIP,1910
P102364,Islamabad,Apartment,400.0,1.0,1.0,1992,No,2,2300000.0,Hina Iqbal,2025-04-07 00:00:00,2,8.4,Excellent,urgent,2365
P101396,Islamabad,House,1623.0,2.0,1.0,2013,Yes,1,13450000.0,Zain Raza,2025-11-27 00:00:00,2,10.3,Needs Renovation,,1397
P101536,Multan,House,1041.0,2.0,2.0,1987,No,2,3850000.0,Fatima Siddiqui,2022-08-10 00:00:00,3,2.2,Good,,1537
P102044,Hyderabad,House,2380.0,5.0,4.0,2000,No,1,6000000.0,Ahmed Sheikh,2022-02-16 00:00:00,2,6.8,Excellent,call later,2045
P102213,Lahore,Townhouse,2241.0,4.0,4.0,2007,No,2,10800000.0,Omar Ahmed,2025-03-03 00:00:00,3,8.8,Average,nan,2214
P101549,Karachi,Apartment,2507.0,4.0,4.0,1991,No,2,12850000.0,Sara Butt,2024-12-26 00:00:00,2,10.9,New,nan,1550
P101328,Karachi,Townhouse,1197.0,3.0,3.0,2007,Yes,0,5600000.0,  Saad Shah  ,2024-09-10 00:00:00,4,3.1,Excellent,follow up,1329
P101256,Rawalpindi,House,1687.0,3.0,3.0,2008,Yes,3,8600000.0,Maham Ahmed,2024-02-02 00:00:00,2,11.8,New,follow up,1257
P102192,Rawalpindi,apartment,2325.0,3.0,2.0,2022,Yes,3,11650000.0,Zain Raza,2023-08-16 00:00:00,2,9.9,Excellent,,2193
P101425,Lahore,Apartment,2344.0,5.0,5.0,2009,Yes,1,11600000.0,Zain Siddiqui,2024-06-13 00:00:00,1,4.3,Average,VIP,1426
P101464,Islamabad,House,1177.0,3.0,3.0,2014,Yes,1,9250000.0,Ali Qureshi,2022-01-01 00:00:00,1,15.5,Good,owner waiting,1465
P101555,Rawalpindi,Villa,1921,5.0,4.0,2024,No,1,12250000.0,Hamza Qureshi,2022-04-17 00:00:00,1,3.7,Good,VIP,1556
P102186,Multan,House,1985.0,3.0,3.0,1980,No,1,5700000.0,Bilal Butt,2023-12-10 00:00:00,1,3.1,Excellent,follow up,2187
P101250,Karachi,House,1563.0,4.0,3.0,1996,No,1,8400000.0,Zain Butt,2022-02-28 00:00:00,2,3.1,Good,call later,1251
P101699,Rawalpindi,House,658.0,1.0,1.0,2002,No,0,2550000.0,Fatima Shah,2022-08-08 00:00:00,2,8.8,Average,VIP,1700
P101252,Karachi,Apartment,1811.0,4.0,4.0,1992,Yes,1,9650000.0,Hina Sheikh,2022-06-17 00:00:00,3,4.2,Excellent,urgent,1253
P102459,Islamabad,Apartment,1385.0,3.0,2.0,2006,No,2,8800000.0,Bilal Siddiqui,2023-08-25 00:00:00,3,7.3,Excellent,,2460
P102352,Karachi,Villa,2391.0,4.0,3.0,1991,No,2,15100000.0,Ali Qureshi,2024-07-14 00:00:00,3,2.1,Good,,2353
P101236,Karachi,House,2644.0,5.0,5.0,2014,No,1,15900000.0,Hassan Raza,2023-02-24 00:00:00,2,7.9,Good,nan,1237
P100885,Lahore,Apartment,1474.0,3.0,2.0,1992,No,1,6400000.0,Danish Khan,2025-08-13 00:00:00,2,11.9,New,call later,886
P100079,Multan,Townhouse,2096.0,3.0,3.0,2014,Yes,3,7200000.0,Danish Malik,2023-04-02 00:00:00,3,10.2,New,call later,80
P101172,Karachi,House,1439.0,3.0,2.0,2000,No,1,8850000.0,Ahmed Sheikh,2024-03-27 00:00:00,2,4.8,Excellent,VIP,1173
P100814,Karachi,House,2634.0,4.0,4.0,1997,No,2,13200000.0,Omar Iqbal,2023-02-24 00:00:00,3,2.1,Good,VIP,815
P101852,Lahore,Apartment,1635.0,3.0,3.0,1990,No,3,8600000.0,Danish Qureshi,2022-09-10 00:00:00,3,2.6,Good,nan,1853
P102031,Lahore,House,,3.0,3.0,1993,No,3,14200000.0,Danish Qureshi,2023-10-30 00:00:00,2,10.7,Good,,2032
P100671,Islamabad,Apartment,2167.0,4.0,4.0,2003,Yes,2,12800000.0,Usman Ahmed,2024-12-10 00:00:00,2,19.7,Average,owner waiting,672
P102218,Peshawar,Apartment,1671.0,3.0,3.0,1981,Yes,1,5950000.0,Ahmed Malik,2025-07-05 00:00:00,3,5.4,Good,urgent,2219
P102475,Karachi,House,1830.0,4.0,4.0,1991,No,2,10250000.0,Usman Ahmed,2023-02-26 00:00:00,3,6.4,Excellent,owner waiting,2476
P100057,Islamabad,House,1867.0,4.0,,2005,No,1,11450000.0,Sara Malik,2024-03-30 00:00:00,2,3.3,Good,VIP,58
P100133,Lahore,Apartment,783.0,2.0,1.0,1990,Yes,1,3600000.0,  Sara Butt  ,2023-11-09 00:00:00,2,1.1,Good,owner waiting,134
P101140,Lahore,House,1593.0,3.0,3.0,1980,Yes,1,9650000.0,Fatima Raza,2024-11-09 00:00:00,2,11.7,Good,owner waiting,1141
P100933,Rawalpindi,House,2072.0,4.0,3.0,2012,No,3,9800000.0,Bilal Iqbal,2024-03-23 00:00:00,1,2.7,Needs Renovation,follow up,934
P100928,Islamabad,Townhouse,1603.0,3.0,2.0,1980,False,2,11250000.0,Usman Malik,2024-11-21 00:00:00,3,2.7,Excellent,VIP,929
P100823,Islamabad,Villa,2089.0,4.0,4.0,1985,No,2,16950000.0,Maham Ahmed,2025-99-99,2,18.2,Good,owner waiting,824
P101432,Karachi,Apartment,2494.0,6.0,6.0,2024,No,2,11700000.0,Ayesha Siddiqui,2024-04-08 00:00:00,4,19.7,Excellent,,1433
P101392,Karachi,Apartment,400.0,1.0,1.0,2007,Yes,1,1700000.0,Usman Malik,2023-08-16 00:00:00,3,4.3,Good,urgent,1393
P101531,Karachi,House,2843.0,6.0,6.0,2013,No,1,16400000.0,Hamza Butt,2025-03-20 00:00:00,2,6.2,New,nan,1532
P101214,Karachi,Villa,1363.0,,1.0,2007,No,3,10600000.0,Saad Butt,2023-08-28 00:00:00,2,11.9,Average,VIP,1215
P100504,Islamabad,House,1947.0,5.0,5.0,1985,No,1,12900000.0,Omar Malik,2023-10-17 00:00:00,1,2.0,Excellent,call later,505
P101537,Rawalpindi,Villa,2584.0,5.0,4.0,1991,Yes,1,15700000.0,Saad Siddiqui,2023-10-11 00:00:00,2,4.5,Good,,2505
P100347,Karachi,House,1732.0,3.0,3.0,1995,Yes,2,10500000.0,  Hassan Khan  ,2022-07-28 00:00:00,2,15.4,Good,nan,348
P101996,KHI,Apartment,2194.0,4.0,4.0,2019,No,1,12150000.0,Hina Iqbal,2022-09-26 00:00:00,1,3.6,Excellent,,1997
P100386,Rawalpindi,House,1632.0,3.0,2.0,1983,Yes,2,7100000.0,Ahmed Iqbal,2024-10-13 00:00:00,2,6.2,New,,387
P101024,Islamabad,Apartment,1788.0,4.0,3.0,2017,No,2,"9,150,000",Ali Khan,2024-06-25 00:00:00,2,17.2,Needs Renovation,owner waiting,1025
P101958,Faisalabad,House,1362.0,2.0,1.0,2006,No,3,5000000.0,Ali Butt,,2,2.8,Good,call later,1959
